YEARCOM,NUTS3,CITY,TIME,NRVIC_cat,NRPERP,CRIMESCENE,MODUS,TYPEHOM,RELAT,PROCESS,TYPE,PRINCIPAL,GENDER_vic,GENDER_perp,AGE_vic,AGE_perp,BIRTHCOUNTRY_vic,BIRTHCOUNTRY_perp,SUICIDE
2014,Groot-Rijnmond,Urban,Missing,Single,Multiple,"Street, road, public transportation or other public place",Firearm,Missing,Partner,Solved,Victim,"Yes, principal victim",Male,Male,40to64,40to64,Other non-European,Netherlands,No
2014,Groot-Amsterdam,Urban,Afternoon (12-6,Single,Single,"Shop, restaurant or other place of entertainment and amusement",Firearm,Partner killing,Other,Solved,Victim,"Yes, principal victim",Male,Male,40to64,18to24,Other Europe,Other Europe,Missing
2014,Arnhem/Nijmegen,Rural,Missing,Single,Single,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Other in non-criminal milieu,Other relative,Unsolved,Victim,"Yes, principal victim",Female,Male,25to39,25to39,Missing,Netherlands,No
2012,Midden-Limburg,Urban,Missing,Single,Single,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Nightlife violence,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Female,Male,25to39,Missing,Other non-European,Missing,No
2017,Arnhem/Nijmegen,Rural,Afternoon (12-6,Single,Multiple,Private home,Hanging/Strangulation/Suffocation,Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,40to64,40to64,Other Europe,Other Europe,No
2017,Zuidoost-Noord-Brabant,Rural,Missing,Single,Multiple,Private home,Hanging/Strangulation/Suffocation,Criminal milieu,(Step)Child,Solved,Victim,"Yes, principal victim",Male,Male,Missing,18to24,Netherlands,Netherlands,No
2017,Achterhoek,Urban,Night (12-6),Single,Single,Private home,Knife or other sharp object/weapon,Criminal milieu,Friend or longtime acquaintance,Solved,Victim,"Yes, principal victim",Female,Female,Missing,25to39,Netherlands,Missing,No
2014,Zuidwest-Drenthe,Urban,Evening (6-12),Multiple,Multiple,Private home,Knife or other sharp object/weapon,Criminal milieu,Friend or longtime acquaintance,Solved,Victim,"Yes, principal victim",Female,Male,25to39,40to64,Netherlands,Missing,No
2013,Utrecht,Urban,Evening (6-12),Single,Missing,Private home,Hanging/Strangulation/Suffocation,Missing,"Ex-Partner(Wife, Husband, Girlfriend, Boyfriend)",Solved,Victim,"Yes, principal victim",Female,Male,40to64,40to64,Missing,Netherlands,No
2014,Agglomeratie Haarlem,Urban,Missing,Single,Multiple,Private home,Knife or other sharp object/weapon,Criminal milieu,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Male,Male,7to17,40to64,Netherlands,Missing,No
2015,Agglomeratie ’s-Gravenhage,Rural,Morning (6-12),Single,Single,Private home,Firearm,Robbery killing,Friend or longtime acquaintance,Solved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Netherlands,Netherlands,Missing
2014,Utrecht,Urban,Afternoon (12-6,Single,Single,Private home,Knife or other sharp object/weapon,Partner killing,Partner,Solved,Victim,"Yes, principal victim",Female,Male,25to39,40to64,Netherlands,Other non-European,Missing
2019,Zuidwest-Gelderland,Urban,Missing,Single,Single,Private home,Knife or other sharp object/weapon,Partner killing,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,No,Male,Male,40to64,25to39,Netherlands,Other non-European,No
2020,Agglomeratie ’s-Gravenhage,Urban,Evening (6-12),Single,Single,"Street, road, public transportation or other public place",Hanging/Strangulation/Suffocation,Missing,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Missing,Male,40to64,25to39,Other non-European,Other Europe,No
2015,Zuidoost-Noord-Brabant,Urban,Morning (6-12),Single,Multiple,Private home,Firearm,Partner killing,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Male,Male,18to24,40to64,Missing,Missing,Yes
2012,Zuidoost-Friesland,Rural,Night (12-6),Single,Single,Other,Firearm,Partner killing,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Female,Missing,>=65,25to39,Missing,Missing,No
2017,Zuidwest-Gelderland,Rural,Morning (6-12),Single,Single,Other,Firearm,Missing,Partner,Solved,Victim,"Yes, principal victim",Male,Male,Missing,25to39,Netherlands,Missing,No
2019,Groot-Rijnmond,Urban,Missing,Single,Multiple,Other,Knife or other sharp object/weapon,Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Netherlands,Missing,Missing
2011,Groot-Amsterdam,Urban,Missing,Single,Single,Private home,Missing,Partner killing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,>=65,40to64,Netherlands,Netherlands,Missing
2011,Groot-Rijnmond,Urban,Evening (6-12),Single,Missing,Private home,Hanging/Strangulation/Suffocation,Other in non-criminal milieu,"Ex-Partner(Wife, Husband, Girlfriend, Boyfriend)",Solved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Missing,Netherlands,Missing
2020,Arnhem/Nijmegen,Urban,Missing,Single,Multiple,Private home,Knife or other sharp object/weapon,Partner killing,"Ex-Partner(Wife, Husband, Girlfriend, Boyfriend)",Unsolved,Victim,"Yes, principal victim",Female,Male,25to39,Missing,Other non-European,Missing,No
2013,Agglomeratie Leiden en Bollenstreek,Missing,Night (12-6),Single,Single,Other,Blunt object,Missing,Other,Solved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Other non-European,Missing,No
2014,Zuid-Limburg,Urban,Missing,Multiple,Single,Private home,Hanging/Strangulation/Suffocation,Criminal milieu,"Ex-Partner(Wife, Husband, Girlfriend, Boyfriend)",Solved,Victim,"Yes, principal victim",Female,Male,40to64,18to24,Missing,Netherlands,No
2020,Zuid-Limburg,Rural,Missing,Multiple,Missing,Private home,Knife or other sharp object/weapon,Other in non-criminal milieu,Other relative,Solved,Victim,"Yes, principal victim",Male,Female,40to64,Missing,Netherlands,Missing,Missing
2011,Zuidoost-Friesland,Rural,Afternoon (12-6,Single,Single,Private home,Knife or other sharp object/weapon,Robbery killing,Partner,Unsolved,Victim,"Yes, principal victim",Male,Male,25to39,25to39,Missing,Netherlands,Missing
2012,Noordoost-Noord-Brabant,Urban,Missing,Single,Single,Private home,Knife or other sharp object/weapon,Robbery killing,Partner,Solved,Victim,"Yes, principal victim",Male,Male,25to39,18to24,Netherlands,Netherlands,Suicide attempt only
2014,Missing,Rural,Evening (6-12),Single,Single,"Street, road, public transportation or other public place","Hitting, kicking or other similar physical violence without weapon,",Partner killing,Partner,Solved,Victim,"Yes, principal victim",Male,Male,18to24,40to64,Netherlands,Missing,No
2020,Agglomeratie ’s-Gravenhage,Urban,Evening (6-12),Single,Single,"Street, road, public transportation or other public place","Hitting, kicking or other similar physical violence without weapon,",Criminal milieu,Other,Solved,Victim,"Yes, principal victim",Male,Male,>=65,18to24,Missing,Missing,Missing
2015,West-Noord-Brabant,Rural,Missing,Single,Single,"Shop, restaurant or other place of entertainment and amusement",Knife or other sharp object/weapon,Partner killing,Partner,Solved,Victim,"Yes, principal victim",Female,Male,40to64,18to24,Missing,Missing,No
2013,Utrecht,Rural,Morning (6-12),Multiple,Single,Private home,Knife or other sharp object/weapon,Partner killing,Missing,Solved,Victim,"Yes, principal victim",Male,Missing,40to64,40to64,Missing,Missing,No
2012,Zuid-Limburg,Urban,Afternoon (12-6,Single,Single,"Street, road, public transportation or other public place",Firearm,Killing by mentally disturbed person (non-family),Other,Unsolved,Victim,"Yes, principal victim",Male,Female,>=65,18to24,Netherlands,Missing,No
2011,Overig Zeeland,Urban,Morning (6-12),Single,Single,Other,Hanging/Strangulation/Suffocation,Missing,Partner,Solved,Victim,"Yes, principal victim",Male,Male,Missing,40to64,Other non-European,Missing,No
2017,Groot-Amsterdam,Urban,Morning (6-12),Single,Multiple,Private home,"Hitting, kicking or other similar physical violence without weapon,",Partner killing,Missing,Solved,Victim,"Yes, principal victim",Female,Male,25to39,18to24,Other Europe,Missing,No
2011,Zuidwest-Gelderland,Urban,Missing,Single,Multiple,"Park, forest or recreational area",Other,Partner killing,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Female,Male,25to39,Missing,Missing,Other non-European,No
2015,Overig Zeeland,Rural,Night (12-6),Single,Missing,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Missing,Missing,Unsolved,Victim,"Yes, principal victim",Female,Male,18to24,40to64,Other non-European,Missing,No
2020,Utrecht,Urban,Evening (6-12),Single,Multiple,Private home,Firearm,Missing,(Step)Parent,Solved,Victim,"Yes, principal victim",Female,Male,40to64,25to39,Other non-European,Netherlands,No
2012,Delft en Westland,Urban,Morning (6-12),Single,Single,Private home,Firearm,Robbery killing,Partner,Solved,Victim,"Yes, principal victim",Female,Male,25to39,25to39,Missing,Netherlands,Suicide attempt only
2014,Agglomeratie ’s-Gravenhage,Urban,Afternoon (12-6,Single,Single,"Street, road, public transportation or other public place",Firearm,Criminal milieu,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Female,Male,18to24,40to64,Missing,Other non-European,Missing
2016,Arnhem/Nijmegen,Urban,Night (12-6),Single,Multiple,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Criminal milieu,Other relative,Solved,Victim,"Yes, principal victim",Male,Male,40to64,40to64,Missing,Netherlands,Missing
2020,Overig Groningen,Urban,Missing,Multiple,Single,Private home,Knife or other sharp object/weapon,Criminal milieu,Partner,Unsolved,Victim,No,Male,Male,25to39,40to64,Missing,Missing,Missing
2019,Zeeuwsch-Vlaanderen,Urban,Morning (6-12),Single,Single,Private home,Knife or other sharp object/weapon,Other in non-criminal milieu,Other relative,Solved,Victim,"Yes, principal victim",Female,Male,25to39,40to64,Other non-European,Netherlands,No
2020,Groot-Rijnmond,Urban,Afternoon (12-6,Single,Single,Private home,Other,Other,Missing,Solved,Victim,"Yes, principal victim",Male,Female,>=65,Missing,Other non-European,Other Europe,No
2014,Zuidoost-Drenthe,Rural,Missing,Single,Single,"Street, road, public transportation or other public place",Firearm,Partner killing,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Male,Male,40to64,Missing,Missing,Other non-European,No
2013,Zuidoost-Noord-Brabant,Rural,Evening (6-12),Single,Single,Private home,Hanging/Strangulation/Suffocation,Other in non-criminal milieu,Partner,Solved,Victim,"Yes, principal victim",Female,Male,40to64,40to64,Netherlands,Netherlands,No
2011,Groot-Amsterdam,Urban,Afternoon (12-6,Single,Single,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Nightlife violence,Other,Solved,Victim,"Yes, principal victim",Female,Male,Missing,25to39,Other non-European,Netherlands,No
2015,Groot-Amsterdam,Rural,Afternoon (12-6,Multiple,Missing,Missing,"Hitting, kicking or other similar physical violence without weapon,",Other,Missing,Solved,Victim,"Yes, principal victim",Female,Male,25to39,40to64,Netherlands,Missing,No
2014,Groot-Rijnmond,Rural,Afternoon (12-6,Single,Single,Other,Knife or other sharp object/weapon,Missing,Partner,Solved,Victim,"Yes, principal victim",Female,Male,40to64,40to64,Other non-European,Missing,No
2017,Groot-Amsterdam,Urban,Missing,Multiple,Single,Other,Hanging/Strangulation/Suffocation,Other in non-criminal milieu,Missing,Unsolved,Victim,"Yes, principal victim",Female,Male,40to64,40to64,Netherlands,Missing,Missing
2020,Agglomeratie Leiden en Bollenstreek,Rural,Missing,Single,Single,Private home,Knife or other sharp object/weapon,Nightlife violence,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Female,Male,25to39,25to39,Other non-European,Missing,No
2018,Arnhem/Nijmegen,Urban,Evening (6-12),Single,Single,"Street, road, public transportation or other public place",Motor vehicle,Criminal milieu,"Ex-Partner(Wife, Husband, Girlfriend, Boyfriend)",Solved,Victim,"Yes, principal victim",Male,Missing,>=65,25to39,Missing,Missing,Missing
2017,Zuidoost-Noord-Brabant,Urban,Missing,Single,Multiple,Private home,Firearm,Missing,Partner,Solved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Missing,Other Europe,Yes
2016,Flevoland,Urban,Missing,Single,Single,Private home,Knife or other sharp object/weapon,Criminal milieu,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Male,Male,>=65,40to64,Netherlands,Missing,No
2019,Groot-Rijnmond,Urban,Missing,Single,Single,"Street, road, public transportation or other public place",Hanging/Strangulation/Suffocation,Other in non-criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,40to64,40to64,Other Europe,Missing,No
2016,Utrecht,Urban,Morning (6-12),Single,Single,Private home,Hanging/Strangulation/Suffocation,Other in non-criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,25to39,25to39,Missing,Other non-European,No
2014,West-Noord-Brabant,Urban,Missing,Single,Missing,Private home,Missing,Partner killing,Missing,Unsolved,Victim,"Yes, principal victim",Female,Missing,40to64,Missing,Other non-European,Missing,No
2012,Overig Groningen,Urban,Morning (6-12),Single,Single,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Partner killing,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Male,Male,40to64,40to64,Missing,Other non-European,No
2019,Agglomeratie ’s-Gravenhage,Rural,Afternoon (12-6,Multiple,Multiple,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,25to39,25to39,Other Europe,Missing,No
2014,Utrecht,Urban,Missing,Single,Single,Other,Knife or other sharp object/weapon,Partner killing,Friend or longtime acquaintance,Solved,Victim,"Yes, principal victim",Female,Male,40to64,18to24,Netherlands,Missing,No
2016,Zuid-Limburg,Urban,Missing,Single,Single,Private home,Firearm,Other in non-criminal milieu,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Female,Female,>=65,40to64,Netherlands,Missing,No
2011,Groot-Amsterdam,Urban,Afternoon (12-6,Single,Multiple,"Street, road, public transportation or other public place",Firearm,Partner killing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,>=65,25to39,Netherlands,Other non-European,Missing
2012,Agglomeratie Leiden en Bollenstreek,Urban,Evening (6-12),Single,Single,"Street, road, public transportation or other public place",Hanging/Strangulation/Suffocation,Partner killing,Friend or longtime acquaintance,Solved,Victim,"Yes, principal victim",Female,Male,40to64,40to64,Missing,Other Europe,No
2013,Overig Zeeland,Urban,Missing,Single,Single,Private home,Missing,Partner killing,Partner,Solved,Victim,"Yes, principal victim",Female,Male,25to39,25to39,Netherlands,Other non-European,Missing
2016,Groot-Rijnmond,Urban,Missing,Single,Single,Private home,Missing,Criminal milieu,"Ex-Partner(Wife, Husband, Girlfriend, Boyfriend)",Solved,Victim,"Yes, principal victim",Male,Male,<=6,25to39,Missing,Missing,No
2011,Midden-Noord-Brabant,Rural,Afternoon (12-6,Single,Single,Private home,Knife or other sharp object/weapon,Partner killing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Missing,Netherlands,No
2011,Utrecht,Urban,Missing,Single,Multiple,"Street, road, public transportation or other public place",Hanging/Strangulation/Suffocation,Other in non-criminal milieu,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Male,Male,40to64,18to24,Netherlands,Netherlands,No
